기관코드,병원명,등급,시도,시군구,가용병상,전체병상,포화율,상태,API기준시각,수집시각
A2600007,의료법인해민의료재단세안종합병원,응급실운영신고기관,전남광주통합특별시,목포시,5.0,7.0,28.57142857142857,여유,20260831201410.0,2026-08-31T20:18:11+09:00
A2600008,순천제일병원,지역응급의료기관,전남광주통합특별시,순천시,9.0,9.0,0.0,여유,20260831201120.0,2026-08-31T20:18:11+09:00
A2600009,의료법인행촌의료재단해남종합병원,지역응급의료기관,전남광주통합특별시,해남군,7.0,10.0,30.0,여유,20260831201506.0,2026-08-31T20:18:11+09:00
A2600010,여수전남병원,지역응급의료기관,전남광주통합특별시,여수시,4.0,10.0,60.0,주의,20260831201444.0,2026-08-31T20:18:11+09:00
A2600011,목포한국병원,권역응급의료센터,전남광주통합특별시,목포시,8.0,16.0,50.0,여유,20260831201236.0,2026-08-31T20:18:11+09:00
A2600012,근로복지공단순천병원,응급실운영신고기관,전남광주통합특별시,순천시,,,,결측,20210113101800.0,2026-08-31T20:18:11+09:00
A2600014,여천전남병원,지역응급의료센터,전남광주통합특별시,여수시,15.0,17.0,11.76470588235294,여유,20260831201236.0,2026-08-31T20:18:11+09:00
A2600015,영광종합병원,지역응급의료기관,전남광주통합특별시,영광군,9.0,10.0,10.0,여유,20260831201244.0,2026-08-31T20:18:11+09:00
A2600016,나주종합병원,지역응급의료기관,전남광주통합특별시,나주시,7.0,10.0,30.0,여유,20260831201128.0,2026-08-31T20:18:11+09:00
A2600017,의료법인목포구암의료재단목포중앙병원,지역응급의료센터,전남광주통합특별시,목포시,14.0,16.0,12.5,여유,20260831201133.0,2026-08-31T20:18:11+09:00
A2600018,의료법인영성의료재단고흥종합병원,지역응급의료기관,전남광주통합특별시,고흥군,7.0,10.0,30.0,여유,20260831200553.0,2026-08-31T20:18:11+09:00
A2600019,성가롤로병원,권역응급의료센터,전남광주통합특별시,순천시,-5.0,18.0,,결측,20260831201449.0,2026-08-31T20:18:11+09:00
A2600020,목포기독병원,지역응급의료기관,전남광주통합특별시,목포시,3.0,17.0,82.35294117647058,포화,20260831201513.0,2026-08-31T20:18:11+09:00
A2600021,의료법인우범의료재단장흥종합병원,지역응급의료기관,전남광주통합특별시,장흥군,8.0,9.0,11.11111111111111,여유,20260831201135.0,2026-08-31T20:18:11+09:00
A2600022,목포시의료원,지역응급의료기관,전남광주통합특별시,목포시,6.0,9.0,33.33333333333333,여유,20260831201502.0,2026-08-31T20:18:11+09:00
A2600024,의료법인현경의료재단광양서울병원,지역응급의료기관,전남광주통합특별시,광양시,6.0,9.0,33.33333333333333,여유,20260831201436.0,2026-08-31T20:18:11+09:00
A2600027,의료법인한마음의료재단여수제일병원,지역응급의료기관,전남광주통합특별시,여수시,5.0,9.0,44.44444444444444,여유,20260831201412.0,2026-08-31T20:18:11+09:00
A2600029,곡성사랑병원,지역응급의료기관,전남광주통합특별시,곡성군,3.0,5.0,40.0,여유,20260831201243.0,2026-08-31T20:18:11+09:00
A2600032,완도대성병원,지역응급의료기관,전남광주통합특별시,완도군,2.0,5.0,60.0,주의,20260831201506.0,2026-08-31T20:18:11+09:00
A2600034,의료법인 거명의료재단 영광기독병원,지역응급의료기관,전남광주통합특별시,영광군,8.0,10.0,20.0,여유,20260831201127.0,2026-08-31T20:18:11+09:00
A2600035,의료법인행복나눔의료재단장성병원,지역응급의료기관,전남광주통합특별시,장성군,4.0,4.0,0.0,여유,20260831201456.0,2026-08-31T20:18:11+09:00
A2600037,장흥우리병원,지역응급의료기관,전남광주통합특별시,장흥군,4.0,4.0,0.0,여유,20260831200633.0,2026-08-31T20:18:11+09:00
A2600040,진도한국병원,지역응급의료기관,전남광주통합특별시,진도군,2.0,4.0,50.0,여유,20260831201430.0,2026-08-31T20:18:11+09:00
A2600043,화순성심병원,응급실운영신고기관,전남광주통합특별시,화순군,,,,결측,20241007232521.0,2026-08-31T20:18:11+09:00
A2600048,화순고려병원,응급실운영신고기관,전남광주통합특별시,화순군,,,,결측,20220402113430.0,2026-08-31T20:18:11+09:00
A2600050,전라남도강진의료원,지역응급의료기관,전남광주통합특별시,강진군,5.0,9.0,44.44444444444444,여유,20260831201002.0,2026-08-31T20:18:11+09:00
A2600051,의료법인신안대우병원,지역응급의료기관,전남광주통합특별시,신안군,4.0,4.0,0.0,여유,20260831201508.0,2026-08-31T20:18:11+09:00
A2600052,보성아산병원,지역응급의료기관,전남광주통합특별시,보성군,7.0,8.0,12.5,여유,20260831201500.0,2026-08-31T20:18:11+09:00
A2600054,담양사랑병원,지역응급의료기관,전남광주통합특별시,담양군,5.0,6.0,16.666666666666664,여유,20260831201446.0,2026-08-31T20:18:11+09:00
A2600056,전라남도순천의료원,지역응급의료기관,전남광주통합특별시,순천시,5.0,6.0,16.666666666666664,여유,20260831201501.0,2026-08-31T20:18:11+09:00
A2600061,구례병원,지역응급의료기관,전남광주통합특별시,구례군,10.0,10.0,0.0,여유,20260831201505.0,2026-08-31T20:18:11+09:00
A2600066,의료법인삼호의료재단벌교삼호병원,지역응급의료기관,전남광주통합특별시,보성군,6.0,6.0,0.0,여유,20260831201029.0,2026-08-31T20:18:11+09:00
A2600068,의료법인장호의료재단녹동현대병원,지역응급의료기관,전남광주통합특별시,고흥군,-4.0,3.0,,결측,20260831200808.0,2026-08-31T20:18:11+09:00
A2600070,영암한국병원,지역응급의료기관,전남광주통합특별시,영암군,7.0,8.0,12.5,여유,20260831201534.0,2026-08-31T20:18:11+09:00
A2600077,해남우리종합병원,지역응급의료기관,전남광주통합특별시,해남군,13.0,15.0,13.333333333333334,여유,20260831201521.0,2026-08-31T20:18:11+09:00
A2600090,의료법인인성의료재단함평성심병원,응급실운영신고기관,전남광주통합특별시,함평군,,,,결측,,
A2600667,금일마취통증의학과의원,응급실운영신고기관,전남광주통합특별시,완도군,,,,결측,,
A2601742,여수한국병원,응급실운영신고기관,전남광주통합특별시,여수시,,,,결측,,
A2602088,의료법인남우의료재단 진도전남병원,지역응급의료기관,전남광주통합특별시,진도군,5.0,5.0,0.0,여유,20260831201405.0,2026-08-31T20:18:11+09:00
A2602211,빛가람종합병원,지역응급의료기관,전남광주통합특별시,나주시,6.0,9.0,33.33333333333333,여유,20260831201436.0,2026-08-31T20:18:11+09:00
A2700001,경상북도안동의료원,지역응급의료기관,경상북도,안동시,5.0,6.0,16.666666666666664,여유,20260831201502.0,2026-08-31T20:18:11+09:00
A2700002,포항세명기독병원,지역응급의료센터,경상북도,포항시,5.0,15.0,66.66666666666666,주의,20260831200832.0,2026-08-31T20:18:11+09:00
A2700003,동국대학교의과대학경주병원,지역응급의료센터,경상북도,경주시,8.0,16.0,50.0,여유,20260831201503.0,2026-08-31T20:18:11+09:00
A2700004,안동성소병원,지역응급의료센터,경상북도,안동시,8.0,12.0,33.33333333333333,여유,20260831201516.0,2026-08-31T20:18:11+09:00
A2700005,경상북도포항의료원,지역응급의료기관,경상북도,포항시,8.0,8.0,0.0,여유,20260831201502.0,2026-08-31T20:18:11+09:00
A2700006,의료법인동춘의료재단문경제일병원,지역응급의료센터,경상북도,문경시,15.0,17.0,11.76470588235294,여유,20260831201500.0,2026-08-31T20:18:11+09:00
A2700007,차의과학대학교부속구미차병원,권역응급의료센터,경상북도,구미시,13.0,20.0,35.0,여유,20260831201505.0,2026-08-31T20:18:11+09:00
A2700008,에스포항병원,지역응급의료기관,경상북도,포항시,1.0,6.0,83.33333333333334,포화,20260831201510.0,2026-08-31T20:18:11+09:00
A2700009,의료법인삼백의료재단상주성모병원,지역응급의료기관,경상북도,상주시,8.0,9.0,11.11111111111111,여유,20260831201504.0,2026-08-31T20:18:11+09:00
A2700011,상주적십자병원,지역응급의료기관,경상북도,상주시,6.0,9.0,33.33333333333333,여유,20260831201437.0,2026-08-31T20:18:11+09:00
A2700012,의료법인덕산의료재단김천제일병원,지역응급의료센터,경상북도,김천시,14.0,16.0,12.5,여유,20260831201242.0,2026-08-31T20:18:11+09:00
A2700013,순천향대학교부속구미병원,지역응급의료센터,경상북도,구미시,6.0,13.0,53.84615384615385,주의,20260831201121.0,2026-08-31T20:18:11+09:00
A2700014,의료법인안동병원,권역응급의료센터,경상북도,안동시,4.0,15.0,73.33333333333333,주의,20260831201200.0,2026-08-31T20:18:11+09:00
A2700015,구미강동병원,지역응급의료기관,경상북도,구미시,6.0,7.0,14.285714285714285,여유,20260831201441.0,2026-08-31T20:18:11+09:00
A2700016,포항성모병원,권역응급의료센터,경상북도,포항시,6.0,20.0,70.0,주의,20260831201154.0,2026-08-31T20:18:11+09:00
A2700017,영남대학교의과대학부속영천병원,지역응급의료기관,경상북도,영천시,7.0,10.0,30.0,여유,20260831201212.0,2026-08-31T20:18:11+09:00
A2700018,경상북도김천의료원,지역응급의료기관,경상북도,김천시,11.0,17.0,35.294117647058826,여유,20260831201503.0,2026-08-31T20:18:11+09:00
A2700019,의)근원의료재단경산중앙병원,지역응급의료기관,경상북도,경산시,4.0,10.0,60.0,주의,20260831201506.0,2026-08-31T20:18:11+09:00
A2700020,영주자인병원,지역응급의료기관,경상북도,영주시,3.0,4.0,25.0,여유,20260831201514.0,2026-08-31T20:18:11+09:00
A2700023,의료법인서준의료재단예천권병원,지역응급의료기관,경상북도,예천군,6.0,6.0,0.0,여유,20260831201007.0,2026-08-31T20:18:11+09:00
A2700026,의료법인명성의료재단영양병원,응급실운영신고기관,경상북도,영양군,,,,결측,,
A2700030,의료법인석촌의료재단성주병원,응급실운영신고기관,경상북도,성주군,,,,결측,20240119175503.0,2026-08-31T20:18:11+09:00
A2700031,영주기독병원,지역응급의료기관,경상북도,영주시,3.0,4.0,25.0,여유,20260831201228.0,2026-08-31T20:18:11+09:00
A2700036,의료법인서명의료재단세명종합병원,지역응급의료기관,경상북도,경산시,9.0,13.0,30.76923076923077,여유,20260831201325.0,2026-08-31T20:18:11+09:00
A2700038,의료법인대남의료재단청도대남병원,지역응급의료기관,경상북도,청도군,7.0,10.0,30.0,여유,20260831201600.0,2026-08-31T20:18:11+09:00
A2700052,울진군의료원,지역응급의료기관,경상북도,울진군,6.0,8.0,25.0,여유,20260831201102.0,2026-08-31T20:18:11+09:00
A2700063,의료법인영제의료재단영남제일병원,지역응급의료기관,경상북도,의성군,,,,결측,20260830235913.0,2026-08-31T20:18:11+09:00
A2700066,의료법인왜관병원,응급실운영신고기관,경상북도,칠곡군,,,,결측,,
A2700070,의료법인영암의료재단고령영생병원,지역응급의료기관,경상북도,고령군,4.0,5.0,20.0,여유,20260831201507.0,2026-08-31T20:18:11+09:00
A2700071,봉화해성병원,응급실운영신고기관,경상북도,봉화군,,,,결측,,
A2700073,영덕아산병원,응급실운영신고기관,경상북도,영덕군,,,,결측,,
A2700097,계명대학교경주동산병원,지역응급의료기관,경상북도,경주시,7.0,9.0,22.22222222222222,여유,20260831201523.0,2026-08-31T20:18:11+09:00
A2702563,의료법인은성의료재단좋은선린병원,지역응급의료기관,경상북도,포항시,7.0,10.0,30.0,여유,20260831201445.0,2026-08-31T20:18:11+09:00
A2702752,영주적십자병원,지역응급의료기관,경상북도,영주시,9.0,10.0,10.0,여유,20260831201401.0,2026-08-31T20:18:11+09:00
A2800001,경상국립대학교병원,권역응급의료센터,경상남도,진주시,21.0,28.0,25.0,여유,20260831201500.0,2026-08-31T20:18:11+09:00
A2800003,제일병원,지역응급의료센터,경상남도,진주시,14.0,17.0,17.647058823529413,여유,20260831201442.0,2026-08-31T20:18:11+09:00
A2800004,창원파티마병원,지역응급의료센터,경상남도,창원시,8.0,17.0,52.94117647058824,주의,20260831201106.0,2026-08-31T20:18:11+09:00
A2800005,의료법인 대우의료재단대우병원,지역응급의료기관,경상남도,거제시,8.0,9.0,11.11111111111111,여유,20260831201331.0,2026-08-31T20:18:11+09:00
A2800006,의료법인숭인의료재단 김해복음병원,지역응급의료센터,경상남도,김해시,11.0,16.0,31.25,여유,20260831201216.0,2026-08-31T20:18:11+09:00
A2800007,창원한마음병원,지역응급의료센터,경상남도,창원시,12.0,21.0,42.85714285714285,여유,20260831201511.0,2026-08-31T20:18:11+09:00
A2800008,의료법인 거붕 백병원,지역응급의료기관,경상남도,거제시,4.0,9.0,55.55555555555556,주의,20260831201510.0,2026-08-31T20:18:11+09:00
A2800009,의료법인청아의료재단청아병원,지역응급의료기관,경상남도,창원시,8.0,9.0,11.11111111111111,여유,20260831201340.0,2026-08-31T20:18:11+09:00
A2800010,의료법인환명의료재단 조은금강병원,지역응급의료센터,경상남도,김해시,13.0,17.0,23.52941176470588,여유,20260831201158.0,2026-08-31T20:18:11+09:00
A2800011,양산부산대학교병원,권역응급의료센터,경상남도,양산시,10.0,23.0,56.52173913043478,주의,20260831201327.0,2026-08-31T20:18:11+09:00
A2800012,근로복지공단 창원병원,응급실운영신고기관,경상남도,창원시,,,,결측,20220601080900.0,2026-08-31T20:18:11+09:00
A2800014,의료법인갑을의료재단 갑을장유병원,지역응급의료기관,경상남도,김해시,3.0,9.0,66.66666666666666,주의,20260831201452.0,2026-08-31T20:18:11+09:00
A2800015,의료법인 문병욱의료재단 진주고려병원,지역응급의료기관,경상남도,진주시,2.0,9.0,77.77777777777779,주의,20260831201446.0,2026-08-31T20:18:11+09:00
A2800017,의료법인합포의료재단에스엠지연세병원,지역응급의료센터,경상남도,창원시,12.0,17.0,29.411764705882355,여유,20260831201504.0,2026-08-31T20:18:11+09:00
A2800018,의료법인석영의료재단창원제일종합병원,응급실운영신고기관,경상남도,창원시,,,,결측,,
A2800019,베데스다복음병원,지역응급의료기관,경상남도,양산시,7.0,9.0,22.22222222222222,여유,20260831201349.0,2026-08-31T20:18:11+09:00
A2800020,학교법인성균관대학삼성창원병원,권역응급의료센터,경상남도,창원시,14.0,27.0,48.14814814814815,여유,20260831201437.0,2026-08-31T20:18:11+09:00
A2800021,연세에스병원,지역응급의료기관,경상남도,창원시,9.0,9.0,0.0,여유,20260831201205.0,2026-08-31T20:18:11+09:00
A2800022,의료법인 성념의료재단맑은샘병원,지역응급의료기관,경상남도,거제시,9.0,9.0,0.0,여유,20260831201509.0,2026-08-31T20:18:11+09:00
A2800025,경상남도마산의료원,지역응급의료기관,경상남도,창원시,12.0,13.0,7.6923076923076925,여유,20260831201502.0,2026-08-31T20:18:11+09:00
A2800032,강병원,지역응급의료기관,경상남도,고성군,9.0,9.0,0.0,여유,20260831201213.0,2026-08-31T20:18:11+09:00
A2800037,진주복음병원,지역응급의료기관,경상남도,진주시,8.0,9.0,11.11111111111111,여유,20260831182143.0,2026-08-31T20:18:11+09:00
A2800042,행복한병원,응급실운영신고기관,경상남도,밀양시,,,,결측,,
A2800043,한일병원,지역응급의료센터,경상남도,진주시,12.0,17.0,29.411764705882355,여유,20260831201312.0,2026-08-31T20:18:11+09:00
A2800044,진주세란병원,응급실운영신고기관,경상남도,진주시,,,,결측,,
A2800045,의료법인 바른의료재단 바른병원,응급실운영신고기관,경상남도,진주시,,,,결측,,
A2800055,삼성합천병원,지역응급의료기관,경상남도,합천군,4.0,4.0,0.0,여유,20260831201501.0,2026-08-31T20:18:11+09:00
A2800057,의료법인 생명사랑의료재단 밀양윤병원,응급실운영신고기관,경상남도,밀양시,,,,결측,20250813224008.0,2026-08-31T20:18:11+09:00
A2800062,태황의료재단한성병원,지역응급의료기관,경상남도,창녕군,6.0,9.0,33.33333333333333,여유,20260831201529.0,2026-08-31T20:18:11+09:00
A2800063,의료법인 지평의료재단 메가병원,응급실운영신고기관,경상남도,김해시,,,,결측,,
A2800068,의료법인승연의료재단 삼천포서울병원,지역응급의료기관,경상남도,사천시,2.0,9.0,77.77777777777779,주의,20260831201219.0,2026-08-31T20:18:11+09:00
A2800076,거창적십자병원,지역응급의료기관,경상남도,거창군,5.0,9.0,44.44444444444444,여유,20260831201251.0,2026-08-31T20:18:11+09:00
A2800080,함양성심병원,지역응급의료기관,경상남도,함양군,3.0,4.0,25.0,여유,20260831201252.0,2026-08-31T20:18:11+09:00
A2800084,반도병원,지역응급의료기관,경상남도,진주시,5.0,7.0,28.57142857142857,여유,20260831201004.0,2026-08-31T20:18:11+09:00
A2800090,의령병원,지역응급의료기관,경상남도,의령군,4.0,4.0,0.0,여유,20260831201229.0,2026-08-31T20:18:11+09:00
A2800092,새통영병원,지역응급의료기관,경상남도,통영시,5.0,9.0,44.44444444444444,여유,20260831201527.0,2026-08-31T20:18:11+09:00
A2800094,의료법인 이도의료재단 남해병원,지역응급의료기관,경상남도,남해군,5.0,,,결측,20260831193316.0,2026-08-31T20:18:11+09:00
A2800101,삼천포제일병원,지역응급의료기관,경상남도,사천시,8.0,8.0,0.0,여유,20260831201324.0,2026-08-31T20:18:11+09:00
A2800113,밀양병원,지역응급의료기관,경상남도,밀양시,7.0,9.0,22.22222222222222,여유,20260831201356.0,2026-08-31T20:18:11+09:00
A2800138,시영의료재단 영동병원,응급실운영신고기관,경상남도,함안군,,,,결측,,
A2800146,의료법인신의료재단김해삼승병원,응급실운영신고기관,경상남도,김해시,,,,결측,,
A2800826,하동중앙의원,응급실운영신고기관,경상남도,하동군,,,,결측,,
A2803447,더조은병원,응급실운영신고기관,경상남도,고성군,,,,결측,,
A2803505,창원경상국립대학교병원,지역응급의료센터,경상남도,창원시,10.0,18.0,44.44444444444444,여유,20260831201202.0,2026-08-31T20:18:11+09:00
A2803677,강일병원,지역응급의료기관,경상남도,김해시,8.0,8.0,0.0,여유,20260831201431.0,2026-08-31T20:18:11+09:00
A2803867,본바른병원,응급실운영신고기관,경상남도,양산시,,,,결측,,
A2804216,하나병원,응급실운영신고기관,경상남도,사천시,,,,결측,,
A2804593,양산성모병원,지역응급의료기관,경상남도,양산시,9.0,13.0,30.76923076923077,여유,20260831201512.0,2026-08-31T20:18:11+09:00
A2900001,제주한라병원,권역응급의료센터,제주특별자치도,제주시,-4.0,15.0,,결측,20260831201719.0,2026-08-31T20:18:11+09:00
A2900002,제주특별자치도서귀포의료원,지역응급의료센터,제주특별자치도,서귀포시,13.0,16.0,18.75,여유,20260831201402.0,2026-08-31T20:18:11+09:00
A2900003,의료법인 혜인의료재단 한국병원,지역응급의료기관,제주특별자치도,제주시,4.0,9.0,55.55555555555556,주의,20260831201518.0,2026-08-31T20:18:11+09:00
A2900005,한마음병원,지역응급의료센터,제주특별자치도,제주시,9.0,17.0,47.05882352941176,여유,20260831201232.0,2026-08-31T20:18:11+09:00
A2900006,의료법인중앙의료재단중앙병원,지역응급의료센터,제주특별자치도,제주시,7.0,16.0,56.25,주의,20260831201521.0,2026-08-31T20:18:11+09:00
A2900007,제주대학교병원,지역응급의료센터,제주특별자치도,제주시,-5.0,20.0,,결측,20260831201500.0,2026-08-31T20:18:11+09:00
E2100187,연천군보건의료원,지역응급의료기관,경기도,연천군,10.0,10.0,0.0,여유,20260831201517.0,2026-08-31T20:18:11+09:00
E2200025,화천군보건의료원,지역응급의료기관,강원특별자치도,화천군,7.0,7.0,0.0,여유,20260831201501.0,2026-08-31T20:18:11+09:00
E2200026,평창군보건의료원,지역응급의료기관,강원특별자치도,평창군,6.0,6.0,0.0,여유,20260831201501.0,2026-08-31T20:18:11+09:00
E2300011,단양군보건의료원,지역응급의료기관,충청북도,단양군,6.0,6.0,0.0,여유,20260831201502.0,2026-08-31T20:18:11+09:00
E2400032,청양군보건의료원,지역응급의료기관,충청남도,청양군,6.0,6.0,0.0,여유,20260831201501.0,2026-08-31T20:18:11+09:00
E2400033,태안군보건의료원,지역응급의료기관,충청남도,태안군,10.0,10.0,0.0,여유,20260831201501.0,2026-08-31T20:18:11+09:00
E2500019,무주군보건의료원,지역응급의료기관,전북특별자치도,무주군,4.0,4.0,0.0,여유,20260831201501.0,2026-08-31T20:18:11+09:00
E2500020,장수군보건의료원,지역응급의료기관,전북특별자치도,장수군,5.0,5.0,0.0,여유,20260831201501.0,2026-08-31T20:18:11+09:00
E2500021,순창군보건의료원,지역응급의료기관,전북특별자치도,순창군,9.0,9.0,0.0,여유,20260831201501.0,2026-08-31T20:18:11+09:00
E2500022,임실군보건의료원,지역응급의료기관,전북특별자치도,임실군,3.0,4.0,25.0,여유,20260831201501.0,2026-08-31T20:18:11+09:00
E2600362,완도군노화읍보건지소,응급실운영신고기관,전남광주통합특별시,완도군,,,,결측,,
E2700553,울릉군보건의료원,지역응급의료기관,경상북도,울릉군,4.0,5.0,20.0,여유,20260831201501.0,2026-08-31T20:18:11+09:00
E2700554,청송군보건의료원,지역응급의료기관,경상북도,청송군,6.0,6.0,0.0,여유,20260831201501.0,2026-08-31T20:18:11+09:00
E2800380,산청군보건의료원,지역응급의료기관,경상남도,산청군,5.0,5.0,0.0,여유,20260831201501.0,2026-08-31T20:18:11+09:00
